AGED A/R REPORT SUMMARY,,,,,,Date:10/03/2024
CUST.#,NAME,A/R BALANCE,INV.AMT,PAYMENTS,DEB/CRED,FUTURES,CURRENT,1-30,31-60,61-90,OVER-90

173WO   ,WOOSTER APPLIANCE CTR,10164.80 ,2256.34 
174SW   ,SKYLINE,63133.03 ,4242.67 
176AI   ,ALLIANCE APPL CENTER,530.00 ,3978.30 
177HN   ,HENDRICKS APPL AND TV,22082.21 ,10448.02 
178SM   ,SMARTER APPLIANCE INC.,31982.17 ,4601.62 
179AO   ,ALCO STORES INC.,3240.46 ,4893.07 
180DV   ,DELAWARE VALLEY APPL,50360.71 ,47851.95 
181JM   ,JOHN'S MAYTAG HOME APPL,4708.60 ,7307.06 
182BS   ,BAYSHORE APPLIANCE,11355.87 ,3100.51 
183CB   ,CB JOE TV AND APPLIANCE,1247.70 ,1359.90 
185PD   ,PARKSIDE APPLIANCE,989.59 ,2303.56 
186MI   ,MILLER REFRIGERATION INC,21230.26 ,4089.94 
187RB   ,R BROOKS AND SONS,9558.41 ,18058.41 
188AS   ,APPLIANCE DISCOUNTERS,0.00 ,6712.17-
189LH   ,L.H. BRUBAKER APPLIANCE,0.00 ,9046.81 
18DK    ,D AND K APPLIANCES INC.,94894.22 ,59504.51 
190AA   ,AUTOMATIC APPL PARTS,42447.18 ,22047.09 
191NO   ,NORDAM APPLIANCE,9014.52 ,8713.31 
192AN   ,A.K. NAHAS,52457.52 ,47534.29 
193AL   ,ALLSHOUSE APPLIANCE,50133.87 ,52953.13 
194CR   ,CROSSROADS FURNITURE LLC,0.00 ,30832.60 
196GA   ,GROVE APPLIANCE,76203.16 ,62385.23 
197RM   ,R.W. MCDONALD AND SONS,827.80 ,838.86-
198WF   ,WAYSIDE FURNITURE,32150.54 ,29937.17 
199NS   ,NORTHSIDE TV AND APPL,15824.41 ,2481.07 
19CW    ,CLARK'S SERVICE IS FIRST,23972.40 ,34803.36 
200HA   ,HOME APPLIANCE COMPANY,79196.77 ,51372.16 
201SC   ,SPROWLS CITY APPL AND TV,8335.22 ,22381.50 
202RW   ,REESE WAREHOUSE,37228.41 ,50228.59 
203JU   ,JUST CABINETS ,0.00 ,2307.34-
204OU   ,OUTTEN BROTHERS INC,604.95 ,1208.45 
206CW   ,CENTRAL WHOLESALERS INC.,0.00 ,15307.58 
207PA   ,PALUMBOS,7456.19 ,5728.40 
208SK   ,SKY VIEW APPLIANCE,51748.94 ,65290.42 
209HT   ,HITRONS TECH INC,32134.24 ,39281.87 
20CR    ,CRAIG APPLIANCE,51299.21 ,72906.58 
22BH    ,BETTER HOUSEKEEPING SHOP,72519.81 ,61956.40 
23HA    ,HARVEY APPLIANCE INC.   ,49923.84 ,54759.26 
24MA    ,MILES APPL SLS & SRC,45983.46 ,2416.42 
260HV   ,HARTVILLE HARDWARE 2,0.00 ,597.29 
26LE    ,LEHIGH SUPPLY INC,28038.63 ,55773.64 
27NU    ,UNEEDA APPLIANCE CO.,53721.98 ,48170.76 
280DV   ,CK SEIDMAN APPLIANCE,5536.51 ,3609.44 
28HA    ,HENLOPEN APPLIANCE,0.00 ,13132.38 
297RM   ,RW MCDONALD,0.00 ,158964.95 
29KE    ,KEYSTONE APPL. CO. INC. ,0.00 ,60.60-
30HE    ,HEIDLEBAUGH'S INC,35961.59 ,26376.35 
31BK    ,B AND K APPLIANCE PARTS,5799.98 ,75.00 
32AW    ,APPLIANCE BROKERS,11391.07 ,71881.79 
33BY    ,BERGEY'S ELECTRIC INC.,23601.05 ,15370.25 
34SE    ,SEE MORE TV APPLIANCE CT,72208.40 ,53854.68 
36SH    ,SHORE APPLIANCE CONNECT,0.00 ,3831.73-
37RE    ,RENO'S TV INC.          ,49277.19 ,55935.41 
38TH    ,THORNBERRY APPLIANCE TV ,35587.87 ,51318.89 
39KL    ,KLECKNER AND SONS LLC,44277.80 ,51338.73 
40MA    ,MATTERN'S RIDGE ,29834.69 ,24936.78 
41DE    ,DERBY APPLIANCE STORES  ,0.00 ,44897.28 
42RD    ,RICHMOND DISCOUNT APPL  ,66774.53 ,96516.24 
43ST    ,STADIUM APPLIANCE CENTER,0.00 ,533.20-
44SD    ,STROUD TV AND APPLIANCE,26771.60 ,18964.60 
45RG    ,ROGERS APPLIANCE INC.   ,49993.96 ,42442.79 
46PL    ,AMERICAN APPLIANCE SVC,5077.16 ,12387.86 
47ET    ,EATONTOWN TV            ,48808.71 ,42519.53 
48HG    ,HH GREGG,0.00 ,7457.63 
50LU    ,LUSBYS APPL AND ELEC INC,1621.01 ,6560.43 
51DS    ,D AND S APPLANCE INC.,0.00 ,38447.00 
52PQ    ,PEQUANNOCK APPLIANCE CO ,24049.84 ,16396.52 
53FL    ,FLICK BROTHERS ELECTRIC,47253.79 ,39293.18 
56SA    ,SANATOGA CORP.          ,58491.66 ,63978.65 
57BE    ,BERGER APPLIANCE INC    ,77080.24 ,73355.96 
58BO    ,BOTANY TV AND APPL INC,80758.80 ,47176.30 
59EL    ,ELM RADIO AND TV INC,28108.55 ,25113.81 
60CU    ,CURTOS INCORPORATED     ,52802.17 ,49555.18 
61DC    ,US LBM LLC.,4259.53 ,49099.26 
62FR    ,FRED DECESARE'S VILLAGE ,57116.52 ,65441.04 
63AB    ,A.B.C. SALES AND SERVICE,54140.87 ,64417.93 
64GR    ,GRINGER AND SONS INC,56319.21 ,66388.41 
65SI    ,SILVER CITY             ,0.00 ,253.89 
66TR    ,TRIPODI'S ELECTRONICS   ,43036.63 ,51767.19 
67VT    ,VOITEK TV SALES AND ,68601.39 ,39199.92 
68QU    ,QUEEN APPLIANCE WHOLESAL,801838.14 ,61848.94 
69JC    ,JERSEY COAST APPLIANCE,23658.02 ,21132.96 
70YO    ,MIGHTY YOUNGS APPL LLC,8716.66 ,28183.00 
71AL    ,ALBO APPLIANCE          ,64589.95 ,84337.65 
72BL    ,BLONDER'S DISCOUNT APPL.,51676.03 ,55456.67 
73GC    ,GRAND CENTRAL TV AND APP,20556.39 ,29979.97 
74RC    ,RAC ENTERPRISE INC.,4884.24-,79944.27 
75MS    ,MICHAELS SALES AND SVC,16796.71 ,16836.55 
76PE    ,PETRILLO'S APPLIANCES   ,55954.23 ,42800.84 
77RS    ,ROB STEVEN INC.         ,75281.89 ,42448.32 
78WA    ,WAYFAIR LLC,0.00 ,21094.46-
79EF    ,ELITE FACTORY AUTH SVC,0.00 ,1539.40 
80HF    ,HITCHNER'S FURNITURE,1949.95 ,961.56 
81AT    ,ATLANTIC APPLIANCE INC,77755.16 ,61449.80 
82CL    ,CLARK'S TV AND APPLIANCE,40314.34 ,50837.73 
83RL    ,RELIABLE HOME SUPPLY,21216.36 ,16125.12 
84HY    ,HAPPY HOME APPLIANCE ,20909.37 ,13567.47 
86DN    ,DUNN & SEIBERT,0.00 ,25555.06 
87KO    ,KOCH'S TV AND APPL INC.,28502.02 ,37598.02 
88TE    ,TED'S APPLIANCE S&S LLC,20459.25 ,5352.58 
89AR    ,ART HANDLERS APPL CENTER,41962.33 ,67293.01 
90HH    ,H AND H APPLIANCES,53773.73 ,68228.01 
91PY    ,E.A. PYLE AND CO.,0.00 ,3957.83 
92DU    ,DUNMORE APPLIANCE INC.,64697.45 ,63281.03 
93AJ    ,A J APPLIANCE,10513.76 ,48872.95 
94JB    ,J.B.HOSTETTER AND SONS,4542.65-,14693.71 
95AH    ,ANCHOR APPLIANCE INC,99102.88 ,65970.98 
97ZI    ,J.B.ZIMMERMAN AND SONS,47348.18 ,50258.47 
98CH    ,CABIN HILL MAYTAG,19596.26 ,4349.49 
99CE    ,CARLISLE ELEC AND APPL ,85.43 ,41023.50 
ADC     ,Appliance Dealers Coop.,115878.16 ,4629.82 
EFC     ,ELECTROLUX FINANCIAL,145433.59 ,302997.73 
TRANS   ,FINANCED BY WELLS FARGO,2764670.02 ,1367530.92 
TOTALS,,10271275.54 ,8272301.50 ,1998974.04-
